id,probe0,probe1,probe2,probe3,recordedat
3305,129.20,132.80,269.60,251.60,2019-01-13 17:51:47.498785-05
3306,129.20,132.80,269.60,251.60,2019-01-13 17:51:48.669104-05
3307,129.20,132.80,269.60,249.80,2019-01-13 17:51:49.841131-05
3308,129.20,132.80,269.60,249.80,2019-01-13 17:51:50.618908-05
3309,129.20,132.80,269.60,249.80,2019-01-13 17:51:51.78869-05
3310,129.20,132.80,269.60,249.80,2019-01-13 17:51:52.569733-05
3311,129.20,132.80,269.60,251.60,2019-01-13 17:51:53.738825-05
3312,129.20,132.80,269.60,251.60,2019-01-13 17:51:54.909098-05
3313,129.20,132.80,269.60,251.60,2019-01-13 17:51:55.68911-05
3314,129.20,132.80,269.60,251.60,2019-01-13 17:51:56.85908-05
3315,129.20,132.80,269.60,251.60,2019-01-13 17:51:57.63886-05
3316,129.20,132.80,269.60,251.60,2019-01-13 17:51:58.808915-05
3317,129.20,132.80,269.60,251.60,2019-01-13 17:51:59.588929-05
3318,129.20,132.80,269.60,249.80,2019-01-13 17:52:00.774972-05
3319,129.20,132.80,269.60,249.80,2019-01-13 17:52:01.539252-05
3320,129.20,132.80,267.80,249.80,2019-01-13 17:52:02.709141-05
3321,129.20,132.80,267.80,249.80,2019-01-13 17:52:03.87917-05
3322,129.20,132.80,267.80,249.80,2019-01-13 17:52:04.658976-05
3323,129.20,132.80,267.80,249.80,2019-01-13 17:52:05.82944-05
3324,129.20,132.80,267.80,249.80,2019-01-13 17:52:06.609313-05
3325,129.20,132.80,266.00,249.80,2019-01-13 17:52:07.778879-05
3326,129.20,132.80,266.00,249.80,2019-01-13 17:52:08.55905-05
3327,129.20,132.80,266.00,249.80,2019-01-13 17:52:09.7292-05
3328,129.20,132.80,266.00,249.80,2019-01-13 17:52:10.508881-05
3329,129.20,132.80,266.00,249.80,2019-01-13 17:52:11.679125-05
3330,129.20,132.80,266.00,249.80,2019-01-13 17:52:12.848968-05
3331,129.20,132.80,266.00,249.80,2019-01-13 17:52:13.629145-05
3332,129.20,132.80,266.00,249.80,2019-01-13 17:52:14.799133-05
3333,129.20,132.80,266.00,249.80,2019-01-13 17:52:15.579172-05
3334,129.20,132.80,266.00,249.80,2019-01-13 17:52:16.749193-05
3335,129.20,132.80,266.00,249.80,2019-01-13 17:52:17.529014-05
3336,129.20,132.80,266.00,249.80,2019-01-13 17:52:18.699173-05
3337,129.20,132.80,266.00,249.80,2019-01-13 17:52:19.869083-05
3338,129.20,132.80,266.00,249.80,2019-01-13 17:52:20.649079-05
3339,129.20,132.80,266.00,249.80,2019-01-13 17:52:21.819203-05
3340,129.20,132.80,266.00,249.80,2019-01-13 17:52:22.598853-05
3341,129.20,132.80,267.80,249.80,2019-01-13 17:52:23.769205-05
3342,129.20,132.80,267.80,249.80,2019-01-13 17:52:24.549075-05
3343,129.20,132.80,267.80,249.80,2019-01-13 17:52:25.719262-05
3344,129.20,132.80,267.80,249.80,2019-01-13 17:52:26.889081-05
3345,129.20,132.80,267.80,249.80,2019-01-13 17:52:27.669243-05
3346,129.20,132.80,267.80,249.80,2019-01-13 17:52:28.839057-05
3347,129.20,132.80,267.80,249.80,2019-01-13 17:52:29.619118-05
3348,129.20,132.80,267.80,249.80,2019-01-13 17:52:30.789042-05
3349,131.00,132.80,267.80,249.80,2019-01-13 17:52:31.569092-05
3350,131.00,132.80,267.80,249.80,2019-01-13 17:52:32.739102-05
3351,131.00,132.80,267.80,249.80,2019-01-13 17:52:33.909538-05
3352,131.00,132.80,267.80,249.80,2019-01-13 17:52:34.689196-05
3353,131.00,132.80,267.80,249.80,2019-01-13 17:52:35.859427-05
3354,131.00,132.80,267.80,249.80,2019-01-13 17:52:36.639292-05
3355,131.00,132.80,267.80,249.80,2019-01-13 17:52:37.809545-05
3356,131.00,132.80,267.80,249.80,2019-01-13 17:52:38.589075-05
3357,131.00,132.80,267.80,249.80,2019-01-13 17:52:39.759354-05
3358,131.00,132.80,267.80,249.80,2019-01-13 17:52:40.539586-05
3359,131.00,132.80,267.80,249.80,2019-01-13 17:52:41.70914-05
3360,131.00,132.80,267.80,249.80,2019-01-13 17:52:42.879307-05
3361,131.00,132.80,267.80,249.80,2019-01-13 17:52:43.659063-05
3362,131.00,132.80,267.80,249.80,2019-01-13 17:52:44.829088-05
3363,131.00,132.80,269.60,249.80,2019-01-13 17:52:45.609302-05
3364,131.00,132.80,269.60,249.80,2019-01-13 17:52:46.77924-05
3365,131.00,132.80,271.40,249.80,2019-01-13 17:52:47.559363-05
3366,131.00,132.80,271.40,249.80,2019-01-13 17:52:48.729945-05
3367,131.00,132.80,271.40,249.80,2019-01-13 17:52:49.899515-05
3368,131.00,132.80,269.60,249.80,2019-01-13 17:52:50.679199-05
3369,131.00,132.80,269.60,249.80,2019-01-13 17:52:51.849256-05
3370,131.00,132.80,269.60,249.80,2019-01-13 17:52:52.629844-05
3371,131.00,132.80,269.60,249.80,2019-01-13 17:52:53.799372-05
3372,131.00,132.80,269.60,249.80,2019-01-13 17:52:54.579337-05
3373,131.00,132.80,269.60,249.80,2019-01-13 17:52:55.750764-05
3374,131.00,132.80,269.60,249.80,2019-01-13 17:52:56.529264-05
3375,131.00,132.80,267.80,249.80,2019-01-13 17:52:57.699303-05
3376,131.00,132.80,267.80,249.80,2019-01-13 17:52:59.259462-05
3377,131.00,132.80,267.80,249.80,2019-01-13 17:52:59.649381-05
3378,131.00,132.80,267.80,251.60,2019-01-13 17:53:00.819835-05
3379,131.00,132.80,267.80,251.60,2019-01-13 17:53:01.601374-05
3380,131.00,134.60,267.80,251.60,2019-01-13 17:53:02.76934-05
3381,131.00,134.60,269.60,249.80,2019-01-13 17:53:03.54949-05
3382,131.00,134.60,269.60,249.80,2019-01-13 17:53:04.719425-05
3383,131.00,134.60,269.60,249.80,2019-01-13 17:53:06.280073-05
3384,131.00,134.60,269.60,249.80,2019-01-13 17:53:06.669496-05
3385,131.00,134.60,269.60,249.80,2019-01-13 17:53:07.839326-05
3386,131.00,134.60,271.40,249.80,2019-01-13 17:53:08.619424-05
3387,131.00,134.60,271.40,249.80,2019-01-13 17:53:09.789234-05
3388,131.00,134.60,273.20,249.80,2019-01-13 17:53:10.569481-05
3389,131.00,134.60,273.20,249.80,2019-01-13 17:53:11.739503-05
3390,131.00,134.60,273.20,249.80,2019-01-13 17:53:12.909706-05
3391,131.00,134.60,273.20,249.80,2019-01-13 17:53:13.689513-05
3392,131.00,134.60,273.20,249.80,2019-01-13 17:53:14.85971-05
3393,131.00,134.60,273.20,249.80,2019-01-13 17:53:15.639423-05
3394,131.00,134.60,273.20,249.80,2019-01-13 17:53:16.80938-05
3395,131.00,134.60,271.40,249.80,2019-01-13 17:53:17.589518-05
3396,131.00,134.60,271.40,249.80,2019-01-13 17:53:18.759552-05
3397,131.00,134.60,271.40,249.80,2019-01-13 17:53:19.929878-05
3398,131.00,134.60,271.40,249.80,2019-01-13 17:53:20.709499-05
3399,131.00,134.60,271.40,249.80,2019-01-13 17:53:21.879709-05
3400,131.00,134.60,271.40,249.80,2019-01-13 17:53:22.659621-05
3401,131.00,134.60,271.40,249.80,2019-01-13 17:53:23.82949-05
3402,131.00,134.60,269.60,249.80,2019-01-13 17:53:25.000012-05
3403,131.00,134.60,269.60,251.60,2019-01-13 17:53:25.779888-05
3404,131.00,134.60,269.60,251.60,2019-01-13 17:53:26.559535-05
3405,131.00,134.60,269.60,251.60,2019-01-13 17:53:27.729628-05
3406,131.00,134.60,269.60,251.60,2019-01-13 17:53:28.899426-05
3407,131.00,134.60,269.60,251.60,2019-01-13 17:53:29.679784-05
3408,131.00,134.60,269.60,249.80,2019-01-13 17:53:30.849924-05
3409,131.00,134.60,269.60,249.80,2019-01-13 17:53:31.62945-05
3410,131.00,134.60,269.60,249.80,2019-01-13 17:53:32.799805-05
3411,131.00,134.60,269.60,249.80,2019-01-13 17:53:33.579683-05
3412,131.00,134.60,269.60,249.80,2019-01-13 17:53:34.750351-05
3413,131.00,134.60,269.60,249.80,2019-01-13 17:53:35.919624-05
3414,131.00,134.60,269.60,249.80,2019-01-13 17:53:36.699595-05
3415,131.00,134.60,269.60,249.80,2019-01-13 17:53:37.869566-05
3416,131.00,134.60,269.60,249.80,2019-01-13 17:53:38.649543-05
3417,131.00,134.60,269.60,249.80,2019-01-13 17:53:39.819477-05
3418,131.00,134.60,269.60,249.80,2019-01-13 17:53:40.59998-05
3419,131.00,134.60,269.60,249.80,2019-01-13 17:53:41.769553-05
3420,131.00,134.60,269.60,249.80,2019-01-13 17:53:42.939979-05
3421,131.00,134.60,269.60,249.80,2019-01-13 17:53:43.719584-05
3422,131.00,134.60,269.60,249.80,2019-01-13 17:53:44.889483-05
3423,131.00,134.60,269.60,249.80,2019-01-13 17:53:45.669908-05
3424,131.00,134.60,269.60,249.80,2019-01-13 17:53:46.839629-05
3425,131.00,134.60,269.60,249.80,2019-01-13 17:53:47.619621-05
3426,131.00,134.60,267.80,249.80,2019-01-13 17:53:48.78958-05
3427,131.00,134.60,267.80,249.80,2019-01-13 17:53:49.95952-05
3428,131.00,134.60,267.80,249.80,2019-01-13 17:53:50.740065-05
3429,131.00,134.60,267.80,249.80,2019-01-13 17:53:52.299762-05
3430,131.00,134.60,267.80,249.80,2019-01-13 17:53:52.68981-05
3431,131.00,134.60,267.80,249.80,2019-01-13 17:53:53.85991-05
3432,131.00,134.60,267.80,249.80,2019-01-13 17:53:54.639849-05
3433,131.00,134.60,267.80,249.80,2019-01-13 17:53:55.809874-05
3434,131.00,134.60,267.80,249.80,2019-01-13 17:53:56.589636-05
3435,131.00,134.60,267.80,249.80,2019-01-13 17:53:57.759761-05
3436,131.00,134.60,267.80,249.80,2019-01-13 17:53:58.93022-05
3437,131.00,134.60,267.80,249.80,2019-01-13 17:53:59.709667-05
3438,131.00,134.60,267.80,249.80,2019-01-13 17:54:00.882451-05
3439,131.00,134.60,267.80,249.80,2019-01-13 17:54:01.659789-05
3440,131.00,134.60,266.00,249.80,2019-01-13 17:54:02.830089-05
3441,131.00,134.60,266.00,249.80,2019-01-13 17:54:03.609756-05
3442,131.00,134.60,266.00,249.80,2019-01-13 17:54:04.779913-05
3443,131.00,134.60,266.00,249.80,2019-01-13 17:54:05.949819-05
3444,131.00,134.60,266.00,249.80,2019-01-13 17:54:06.729995-05
3445,131.00,134.60,266.00,249.80,2019-01-13 17:54:07.899877-05
3446,131.00,134.60,266.00,249.80,2019-01-13 17:54:08.68017-05
3447,131.00,134.60,266.00,249.80,2019-01-13 17:54:09.84973-05
3448,131.00,134.60,266.00,249.80,2019-01-13 17:54:10.629957-05
3449,131.00,134.60,266.00,249.80,2019-01-13 17:54:11.7999-05
3450,131.00,134.60,266.00,249.80,2019-01-13 17:54:12.969875-05
3451,131.00,134.60,266.00,249.80,2019-01-13 17:54:13.750981-05
3452,131.00,134.60,266.00,249.80,2019-01-13 17:54:14.920145-05
3453,131.00,134.60,266.00,249.80,2019-01-13 17:54:15.700114-05
3454,131.00,134.60,266.00,249.80,2019-01-13 17:54:16.870137-05
3455,131.00,134.60,266.00,249.80,2019-01-13 17:54:17.649942-05
3456,131.00,134.60,266.00,249.80,2019-01-13 17:54:19.209852-05
3457,131.00,134.60,266.00,249.80,2019-01-13 17:54:19.990084-05
3458,131.00,134.60,266.00,249.80,2019-01-13 17:54:20.769819-05
3459,131.00,134.60,266.00,249.80,2019-01-13 17:54:21.94014-05
3460,131.00,134.60,266.00,249.80,2019-01-13 17:54:22.719883-05
3461,131.00,134.60,266.00,249.80,2019-01-13 17:54:23.890337-05
3462,131.00,134.60,266.00,249.80,2019-01-13 17:54:24.670147-05
3463,131.00,134.60,266.00,249.80,2019-01-13 17:54:25.83987-05
3464,131.00,134.60,266.00,249.80,2019-01-13 17:54:26.619974-05
3465,131.00,134.60,266.00,249.80,2019-01-13 17:54:27.78976-05
3466,131.00,134.60,266.00,249.80,2019-01-13 17:54:28.959858-05
3467,131.00,134.60,266.00,249.80,2019-01-13 17:54:29.740469-05
3468,131.00,134.60,266.00,249.80,2019-01-13 17:54:31.299944-05
3469,131.00,134.60,266.00,249.80,2019-01-13 17:54:31.690135-05
3470,131.00,134.60,266.00,249.80,2019-01-13 17:54:32.859897-05
3471,131.00,134.60,264.20,249.80,2019-01-13 17:54:33.639989-05
3472,131.00,134.60,264.20,249.80,2019-01-13 17:54:34.809755-05
3473,131.00,134.60,264.20,249.80,2019-01-13 17:54:35.980098-05
3474,131.00,134.60,264.20,249.80,2019-01-13 17:54:36.760257-05
3475,131.00,134.60,264.20,249.80,2019-01-13 17:54:37.9301-05
3476,131.00,134.60,264.20,249.80,2019-01-13 17:54:38.710106-05
3477,131.00,134.60,264.20,249.80,2019-01-13 17:54:39.88011-05
3478,131.00,134.60,266.00,249.80,2019-01-13 17:54:40.660007-05
3479,131.00,134.60,266.00,249.80,2019-01-13 17:54:41.830135-05
3480,131.00,134.60,266.00,249.80,2019-01-13 17:54:42.999941-05
3481,131.00,134.60,266.00,249.80,2019-01-13 17:54:43.780207-05
3482,131.00,134.60,266.00,249.80,2019-01-13 17:54:44.950674-05
3483,131.00,134.60,266.00,249.80,2019-01-13 17:54:45.730321-05
3484,131.00,134.60,266.00,249.80,2019-01-13 17:54:46.900189-05
3485,131.00,134.60,266.00,249.80,2019-01-13 17:54:47.680079-05
3486,131.00,134.60,266.00,249.80,2019-01-13 17:54:48.850012-05
3487,131.00,134.60,266.00,249.80,2019-01-13 17:54:49.63034-05
3488,131.00,134.60,266.00,249.80,2019-01-13 17:54:51.190333-05
3489,131.00,134.60,266.00,249.80,2019-01-13 17:54:51.970266-05
3490,131.00,134.60,266.00,249.80,2019-01-13 17:54:52.75032-05
3491,131.00,134.60,267.80,249.80,2019-01-13 17:54:53.920169-05
3492,131.00,134.60,269.60,249.80,2019-01-13 17:54:54.700209-05
3493,131.00,134.60,269.60,249.80,2019-01-13 17:54:55.870266-05
3494,131.00,134.60,271.40,249.80,2019-01-13 17:54:56.650173-05
3495,131.00,134.60,271.40,249.80,2019-01-13 17:54:57.82013-05
3496,131.00,134.60,273.20,249.80,2019-01-13 17:54:58.990386-05
3497,131.00,134.60,273.20,249.80,2019-01-13 17:54:59.770062-05
3498,131.00,134.60,275.00,249.80,2019-01-13 17:55:00.955913-05
3499,131.00,134.60,275.00,249.80,2019-01-13 17:55:01.720213-05
3500,131.00,134.60,275.00,249.80,2019-01-13 17:55:02.890218-05
3501,131.00,134.60,275.00,249.80,2019-01-13 17:55:03.670601-05
3502,131.00,134.60,275.00,249.80,2019-01-13 17:55:04.840486-05
3503,131.00,134.60,273.20,249.80,2019-01-13 17:55:06.010135-05
3504,131.00,134.60,273.20,249.80,2019-01-13 17:55:06.790264-05
3505,131.00,134.60,273.20,249.80,2019-01-13 17:55:07.960356-05
3506,131.00,134.60,273.20,249.80,2019-01-13 17:55:08.74029-05
3507,131.00,134.60,273.20,249.80,2019-01-13 17:55:09.910319-05
3508,131.00,134.60,273.20,249.80,2019-01-13 17:55:10.690583-05
3509,131.00,134.60,273.20,249.80,2019-01-13 17:55:11.860599-05
3510,131.00,134.60,273.20,249.80,2019-01-13 17:55:13.420338-05
3511,131.00,134.60,273.20,249.80,2019-01-13 17:55:13.810475-05
3512,131.00,134.60,273.20,249.80,2019-01-13 17:55:14.980303-05
3513,131.00,134.60,273.20,251.60,2019-01-13 17:55:15.760214-05
3514,131.00,134.60,271.40,251.60,2019-01-13 17:55:16.93032-05
3515,131.00,134.60,271.40,251.60,2019-01-13 17:55:17.710265-05
3516,131.00,134.60,271.40,251.60,2019-01-13 17:55:18.880228-05
3517,131.00,134.60,271.40,251.60,2019-01-13 17:55:19.660184-05
3518,131.00,134.60,271.40,251.60,2019-01-13 17:55:20.830306-05
3519,131.00,134.60,271.40,251.60,2019-01-13 17:55:22.000465-05
3520,131.00,134.60,271.40,251.60,2019-01-13 17:55:22.780283-05
3521,131.00,134.60,269.60,251.60,2019-01-13 17:55:23.950554-05
3522,131.00,134.60,269.60,251.60,2019-01-13 17:55:24.730286-05
3523,131.00,134.60,269.60,249.80,2019-01-13 17:55:26.290689-05
3524,131.00,134.60,269.60,249.80,2019-01-13 17:55:26.680169-05
3525,131.00,134.60,269.60,249.80,2019-01-13 17:55:27.850409-05
3526,131.00,134.60,269.60,249.80,2019-01-13 17:55:28.630238-05
3527,131.00,134.60,269.60,249.80,2019-01-13 17:55:29.800474-05
3528,131.00,134.60,269.60,249.80,2019-01-13 17:55:30.970879-05
3529,131.00,134.60,269.60,249.80,2019-01-13 17:55:32.140358-05
3530,131.00,134.60,271.40,249.80,2019-01-13 17:55:32.920773-05
3531,131.00,134.60,271.40,249.80,2019-01-13 17:55:33.700416-05
3532,131.00,134.60,271.40,249.80,2019-01-13 17:55:34.870687-05
3533,132.80,134.60,271.40,249.80,2019-01-13 17:55:35.650557-05
3534,132.80,134.60,271.40,249.80,2019-01-13 17:55:36.82055-05
3535,132.80,134.60,271.40,249.80,2019-01-13 17:55:37.990536-05
3536,132.80,134.60,271.40,249.80,2019-01-13 17:55:38.770365-05
3537,132.80,134.60,273.20,249.80,2019-01-13 17:55:39.940471-05
3538,132.80,134.60,273.20,249.80,2019-01-13 17:55:40.720552-05
3539,132.80,134.60,273.20,249.80,2019-01-13 17:55:41.890464-05
3540,132.80,134.60,273.20,249.80,2019-01-13 17:55:42.670529-05
3541,132.80,134.60,273.20,249.80,2019-01-13 17:55:43.840477-05
3542,132.80,134.60,273.20,249.80,2019-01-13 17:55:45.010738-05
3543,132.80,134.60,273.20,249.80,2019-01-13 17:55:45.790863-05
3544,132.80,134.60,273.20,249.80,2019-01-13 17:55:46.960456-05
3545,132.80,134.60,273.20,249.80,2019-01-13 17:55:47.740536-05
3546,132.80,134.60,271.40,249.80,2019-01-13 17:55:48.910607-05
3547,132.80,134.60,271.40,249.80,2019-01-13 17:55:49.690673-05
3548,132.80,134.60,271.40,249.80,2019-01-13 17:55:50.860761-05
3549,132.80,134.60,271.40,249.80,2019-01-13 17:55:51.640486-05
3550,132.80,134.60,271.40,249.80,2019-01-13 17:55:52.810437-05
3551,132.80,134.60,271.40,249.80,2019-01-13 17:55:53.980487-05
3552,132.80,134.60,269.60,249.80,2019-01-13 17:55:54.760711-05
3553,132.80,134.60,269.60,249.80,2019-01-13 17:55:55.930437-05
3554,132.80,134.60,269.60,249.80,2019-01-13 17:55:56.710816-05
3555,132.80,134.60,269.60,249.80,2019-01-13 17:55:57.880727-05
3556,132.80,134.60,269.60,249.80,2019-01-13 17:55:58.660395-05
3557,132.80,134.60,269.60,249.80,2019-01-13 17:55:59.830743-05
3558,132.80,134.60,269.60,249.80,2019-01-13 17:56:01.004451-05
3559,132.80,134.60,267.80,249.80,2019-01-13 17:56:01.780577-05
3560,132.80,134.60,267.80,249.80,2019-01-13 17:56:02.950533-05
3561,132.80,134.60,267.80,249.80,2019-01-13 17:56:03.730683-05
3562,132.80,134.60,267.80,249.80,2019-01-13 17:56:04.900474-05
3563,132.80,134.60,267.80,249.80,2019-01-13 17:56:05.680912-05
3564,132.80,134.60,267.80,249.80,2019-01-13 17:56:06.850714-05
3565,132.80,134.60,267.80,249.80,2019-01-13 17:56:08.020805-05
3566,132.80,134.60,267.80,249.80,2019-01-13 17:56:08.800669-05
3567,132.80,134.60,267.80,249.80,2019-01-13 17:56:09.971071-05
3568,132.80,134.60,267.80,249.80,2019-01-13 17:56:10.750771-05
3569,132.80,134.60,267.80,249.80,2019-01-13 17:56:11.920829-05
3570,132.80,134.60,266.00,249.80,2019-01-13 17:56:12.701093-05
3571,132.80,134.60,266.00,249.80,2019-01-13 17:56:13.870656-05
3572,132.80,134.60,266.00,249.80,2019-01-13 17:56:15.040668-05
3573,132.80,134.60,267.80,249.80,2019-01-13 17:56:16.210951-05
3574,132.80,134.60,267.80,249.80,2019-01-13 17:56:16.990631-05
4338,140.00,140.00,273.20,248.00,2019-01-13 18:09:01.403222-05
3575,132.80,134.60,266.00,249.80,2019-01-13 17:56:17.770543-05
3576,132.80,134.60,266.00,249.80,2019-01-13 17:56:18.940766-05
3577,132.80,134.60,266.00,249.80,2019-01-13 17:56:19.720847-05
3578,132.80,134.60,266.00,249.80,2019-01-13 17:56:20.891171-05
3579,132.80,134.60,266.00,249.80,2019-01-13 17:56:21.670973-05
3580,132.80,134.60,266.00,249.80,2019-01-13 17:56:22.840933-05
3581,132.80,134.60,266.00,251.60,2019-01-13 17:56:24.010754-05
3582,132.80,134.60,266.00,251.60,2019-01-13 17:56:24.7907-05
3583,132.80,134.60,266.00,251.60,2019-01-13 17:56:25.960779-05
3584,132.80,134.60,266.00,251.60,2019-01-13 17:56:26.740785-05
3585,132.80,134.60,266.00,251.60,2019-01-13 17:56:28.300582-05
3586,132.80,134.60,267.80,251.60,2019-01-13 17:56:28.690872-05
3587,132.80,134.60,267.80,251.60,2019-01-13 17:56:29.860793-05
3588,132.80,134.60,267.80,251.60,2019-01-13 17:56:31.03069-05
3589,132.80,134.60,267.80,251.60,2019-01-13 17:56:31.8106-05
3590,132.80,134.60,267.80,251.60,2019-01-13 17:56:32.980751-05
3591,132.80,134.60,266.00,251.60,2019-01-13 17:56:34.150867-05
3592,132.80,134.60,266.00,249.80,2019-01-13 17:56:34.930785-05
3593,132.80,134.60,266.00,249.80,2019-01-13 17:56:35.710983-05
3594,132.80,134.60,266.00,249.80,2019-01-13 17:56:36.880999-05
3595,132.80,134.60,266.00,249.80,2019-01-13 17:56:37.660933-05
3596,132.80,134.60,266.00,249.80,2019-01-13 17:56:38.830707-05
3597,132.80,134.60,266.00,249.80,2019-01-13 17:56:40.000718-05
3598,132.80,134.60,266.00,249.80,2019-01-13 17:56:40.780749-05
3599,132.80,134.60,266.00,249.80,2019-01-13 17:56:41.950796-05
3600,132.80,134.60,266.00,249.80,2019-01-13 17:56:42.730741-05
3601,132.80,134.60,266.00,249.80,2019-01-13 17:56:43.900891-05
3602,132.80,134.60,266.00,249.80,2019-01-13 17:56:44.680727-05
3603,132.80,134.60,266.00,249.80,2019-01-13 17:56:45.850955-05
3604,132.80,134.60,266.00,249.80,2019-01-13 17:56:47.021472-05
3605,132.80,134.60,266.00,249.80,2019-01-13 17:56:47.800996-05
3606,132.80,134.60,267.80,249.80,2019-01-13 17:56:48.97104-05
3607,132.80,134.60,267.80,249.80,2019-01-13 17:56:49.753524-05
3608,132.80,134.60,267.80,251.60,2019-01-13 17:56:50.920991-05
3609,132.80,134.60,267.80,251.60,2019-01-13 17:56:51.700939-05
3610,132.80,134.60,267.80,251.60,2019-01-13 17:56:52.870924-05
3611,132.80,134.60,267.80,251.60,2019-01-13 17:56:54.040912-05
3612,132.80,134.60,267.80,251.60,2019-01-13 17:56:54.820729-05
3613,132.80,134.60,267.80,251.60,2019-01-13 17:56:55.990725-05
3614,132.80,134.60,267.80,251.60,2019-01-13 17:56:56.77105-05
3615,132.80,134.60,267.80,249.80,2019-01-13 17:56:57.940854-05
3616,132.80,134.60,267.80,249.80,2019-01-13 17:56:58.721218-05
3617,132.80,134.60,267.80,249.80,2019-01-13 17:57:00.281304-05
3618,132.80,134.60,267.80,249.80,2019-01-13 17:57:01.062254-05
3619,132.80,134.60,267.80,249.80,2019-01-13 17:57:01.841145-05
3620,132.80,134.60,266.00,249.80,2019-01-13 17:57:03.011096-05
3621,132.80,136.40,266.00,251.60,2019-01-13 17:57:03.790965-05
3622,132.80,136.40,266.00,251.60,2019-01-13 17:57:04.961111-05
3623,132.80,136.40,266.00,251.60,2019-01-13 17:57:05.7414-05
3624,132.80,136.40,267.80,251.60,2019-01-13 17:57:07.300978-05
3625,132.80,136.40,267.80,251.60,2019-01-13 17:57:07.691119-05
3626,132.80,136.40,267.80,251.60,2019-01-13 17:57:08.861106-05
3627,132.80,136.40,271.40,251.60,2019-01-13 17:57:10.031023-05
3628,132.80,136.40,271.40,251.60,2019-01-13 17:57:10.811355-05
3629,132.80,136.40,271.40,251.60,2019-01-13 17:57:11.981321-05
3630,132.80,136.40,271.40,251.60,2019-01-13 17:57:12.761048-05
3631,132.80,136.40,271.40,251.60,2019-01-13 17:57:13.931415-05
3632,132.80,136.40,271.40,251.60,2019-01-13 17:57:14.711362-05
3633,132.80,136.40,271.40,249.80,2019-01-13 17:57:15.880872-05
3634,132.80,136.40,271.40,249.80,2019-01-13 17:57:17.050978-05
3635,132.80,136.40,269.60,249.80,2019-01-13 17:57:17.831154-05
3636,132.80,136.40,269.60,249.80,2019-01-13 17:57:19.001304-05
3637,132.80,136.40,269.60,249.80,2019-01-13 17:57:19.780975-05
3638,132.80,136.40,269.60,249.80,2019-01-13 17:57:20.951005-05
3639,132.80,136.40,269.60,249.80,2019-01-13 17:57:21.731271-05
3640,132.80,136.40,269.60,249.80,2019-01-13 17:57:22.901414-05
3641,132.80,136.40,269.60,249.80,2019-01-13 17:57:23.681052-05
3642,132.80,136.40,269.60,249.80,2019-01-13 17:57:24.85135-05
3643,132.80,136.40,269.60,249.80,2019-01-13 17:57:26.021085-05
3644,132.80,136.40,269.60,249.80,2019-01-13 17:57:26.801181-05
3645,132.80,136.40,269.60,249.80,2019-01-13 17:57:27.971536-05
3646,132.80,136.40,269.60,249.80,2019-01-13 17:57:28.751539-05
3647,132.80,136.40,269.60,249.80,2019-01-13 17:57:29.921277-05
3648,132.80,136.40,269.60,249.80,2019-01-13 17:57:30.701239-05
3649,132.80,136.40,269.60,249.80,2019-01-13 17:57:31.871419-05
3650,132.80,136.40,269.60,249.80,2019-01-13 17:57:33.040982-05
3651,132.80,136.40,267.80,251.60,2019-01-13 17:57:33.82138-05
3652,132.80,136.40,267.80,251.60,2019-01-13 17:57:34.991337-05
3653,132.80,136.40,267.80,251.60,2019-01-13 17:57:35.771388-05
3654,132.80,136.40,267.80,251.60,2019-01-13 17:57:36.941313-05
3655,132.80,136.40,267.80,251.60,2019-01-13 17:57:37.721523-05
3656,132.80,136.40,267.80,251.60,2019-01-13 17:57:38.891098-05
3657,132.80,136.40,267.80,251.60,2019-01-13 17:57:40.06132-05
3658,132.80,136.40,267.80,251.60,2019-01-13 17:57:40.841564-05
3659,132.80,136.40,267.80,251.60,2019-01-13 17:57:42.011267-05
3660,132.80,136.40,267.80,251.60,2019-01-13 17:57:42.791326-05
3661,132.80,136.40,267.80,251.60,2019-01-13 17:57:43.961198-05
3662,132.80,136.40,267.80,251.60,2019-01-13 17:57:44.74138-05
3663,132.80,136.40,267.80,251.60,2019-01-13 17:57:45.911303-05
3664,132.80,136.40,267.80,249.80,2019-01-13 17:57:47.471861-05
3665,132.80,136.40,267.80,249.80,2019-01-13 17:57:47.861407-05
3666,132.80,136.40,267.80,249.80,2019-01-13 17:57:49.031119-05
3667,132.80,136.40,267.80,249.80,2019-01-13 17:57:49.811497-05
3668,132.80,136.40,267.80,249.80,2019-01-13 17:57:50.981402-05
3669,132.80,136.40,267.80,249.80,2019-01-13 17:57:51.761728-05
3670,132.80,136.40,267.80,249.80,2019-01-13 17:57:52.931555-05
3671,132.80,136.40,267.80,249.80,2019-01-13 17:57:53.711681-05
3672,132.80,136.40,267.80,249.80,2019-01-13 17:57:54.881781-05
3673,132.80,136.40,267.80,249.80,2019-01-13 17:57:56.441336-05
3674,132.80,136.40,269.60,249.80,2019-01-13 17:57:56.831363-05
3675,132.80,136.40,269.60,249.80,2019-01-13 17:57:58.001216-05
3676,132.80,136.40,269.60,249.80,2019-01-13 17:57:58.781499-05
3677,132.80,136.40,269.60,249.80,2019-01-13 17:57:59.951317-05
3678,132.80,136.40,271.40,249.80,2019-01-13 17:58:00.733191-05
3679,132.80,136.40,271.40,249.80,2019-01-13 17:58:01.901341-05
3680,132.80,136.40,271.40,249.80,2019-01-13 17:58:03.071555-05
